streetLine1,postalCode,city,state,longitude,latitude
"1052 Rue Valiquette","J8B2M3","Sainte-Adèle","Laurentides","-74.1355456048808","45.95073835312866"
"223 Rue Sylvain-Lelièvre","J7V0C1","Vaudreuil-Dorion","Montérégie","-74.04518403766554","45.37741954746671"
"85 Chemin de la Sucrerie","J0P1P0","Rigaud","Montérégie","-74.26145459537386","45.46370111409196"
"14 Rue Jean-Paul-Pariseau","J7W1P8","Notre-Dame-de-l'Île-Perrot","Montérégie","-73.8682597798451","45.37337453907143"
"110 Chemin des Renards","J0P1P0","Rigaud","Montérégie","-74.27471577241262","45.45905865406628"
"1138 Rue des Sittelles","J7T2N8","Saint-Lazare","Montérégie","-74.16220167828914","45.39201600054373"
"2071 Rue du Vieux-Lac","J7T3C4","Saint-Lazare","Montérégie","-74.14561683359439","45.40818250660676"
"101 Rue Fournier","J0P1N0","Pointe-Fortune","Montérégie","-74.38032186347021","45.56087625209956"
"11 Rue des Sapins","J7V0K1","Vaudreuil-Dorion","Montérégie","-74.12602447161932","45.43056315845426"
"1748 Rue du Printemps","J7T1Y3","Saint-Lazare","Montérégie","-74.11624661198236","45.40015012046232"
"78 Rue de la Nouvelle-Longueuil","J0P1X0","Saint-Polycarpe","Montérégie","-74.29645652289489","45.30292649817935"
"1381 Chemin Élie-Auclair","J0P1X0","Saint-Polycarpe","Montérégie","-74.30715383989282","45.30464217922047"
"1645 Boulevard De Maisonneuve Ouest","H3H2N3","Montréal","Montréal","-73.58022314775394","45.49522292459498"
"2514 Rue Joliette","H1W3G9","Montréal","Montréal","-73.5522193643672","45.54684505786964"
"1427 Rue des Hauts-Pins","J1R0R6","Sherbrooke","Estrie","-72.0213483548724","45.3993997597563"
"981 Rue Henri-Bourassa","J1N2P6","Sherbrooke","Estrie","-71.9935401178727","45.3590368613119"
"2572 Rue Equestrian","J7T2A1","Saint-Lazare","Montérégie","-74.15652570275243","45.42791728748708"
"411 Rue Main","J0P1H0","Hudson","Montérégie","-74.13913070452944","45.45717132416238"
"408 Rue Oakridge","J0P1H0","Hudson","Montérégie","-74.1444991851543","45.44803459326222"
"499 Route de la Cité-des-Jeunes","J7T2A7","Saint-Lazare","Montérégie","-74.09207917633023","45.38303647267173"
"61 Boulevard Harwood","J7V1X4","Vaudreuil-Dorion","Montérégie","-74.0075575612775","45.38554637468486"
"3185 Boulevard de la Gare","J7V0P8","Vaudreuil-Dorion","Montérégie","-74.04525955091091","45.40337891424918"
"1150 Rue Bissonnette","J0K2M0","Saint-Félix-de-Valois","Lanaudière","-73.44766718671586","46.16538003433386"
"210 Chemin de Joliette","J0K2M0","Saint-Félix-de-Valois","Lanaudière","-73.42979785011819","46.16417543068195"
"337 Rue Pelletier","J0K1W0","Saint-Alphonse-Rodriguez","Lanaudière","-73.7147107925574","46.20336525110734"
"664 4e Rang","J0K1W0","Saint-Alphonse-Rodriguez","Lanaudière","-73.7629627733378","46.18511207970174"
"5080 Rue Principale","J0K2M0","Saint-Félix-de-Valois","Lanaudière","-73.4302970296885","46.16829515584568"
"6 Rue Raymond","J0K1W0","Saint-Alphonse-Rodriguez","Lanaudière","-73.69025059264935","46.14083904425491"
"722 Chemin des Éperviers","J0R1R3","Piedmont","Laurentides","-74.14062729192845","45.88571911117002"
"1470 Chemin Jalna","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.32226124382629","45.94494845688722"
"481 Rang du Pied-de-la-Montagne","J0K2Y0","Sainte-Marcelline-de-Kildare","Lanaudière","-73.59762055304984","46.11704139411028"
"9 Rue des Floralies","J0R1H0","Morin-Heights","Laurentides","-74.21026927153405","45.90678007612146"
"991 Route des Sept-Chutes","J0K2K0","Sainte-Émélie-de-l'Énergie","Lanaudière","-73.65659610012598","46.34281995092265"
"1895 Chemin du Lac-Mooney","J0K3K0","Chertsey","Lanaudière","-73.93771968701384","46.0708759356479"
"530 Chemin des Peupliers","J0R1K0","Piedmont","Laurentides","-74.12852113503989","45.88922212673502"
"761 Chemin du Val-des-Monts","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.28615178033047","45.95371054779726"
"2361 Rue Saguenay","J9X2H5","Rouyn-Noranda","Abitibi-Témiscamingue","-79.02942562881084","48.27161973297502"
"834 Rue du Rocher-Boisé","J8B3L4","Sainte-Adèle","Laurentides","-74.15943789317079","45.9879343767512"
"4337 Rue du Croissant-du-Lac","J8B3J4","Sainte-Adèle","Laurentides","-74.19525564742213","45.97233589904652"
"4060 Chemin du Moulin","J8B2H8","Sainte-Adèle","Laurentides","-74.1778598071273","45.97755114384985"
"349 Chemin de la Corniche","J0R1K0","Piedmont","Laurentides","-74.13716803987741","45.89614340462105"
"600 Chemin de Saint-Adolphe","J0R1H0","Morin-Heights","Laurentides","-74.26399617154959","45.92320423946288"
"334 Rue Iberville Ouest","J9X6Y9","Rouyn-Noranda","Abitibi-Témiscamingue","-79.0306733409342","48.23242531094704"
"190 Rue Principale","J0R1R6","Saint-Sauveur","Laurentides","-74.15539070896679","45.89559845790095"
"1020 Rue Beauchamp","J8B2R6","Sainte-Adèle","Laurentides","-74.13885622026841","45.94764630568399"
"260 Chemin du Lac-Millette","J0R1R3","Saint-Sauveur","Laurentides","-74.15157919500304","45.88920265043802"
"141 Rue du Loup-Garou","J0R1H0","Morin-Heights","Laurentides","-74.22107778334313","45.91344729069957"
"507 Avenue Murdoch","J9X1H4","Rouyn-Noranda","Abitibi-Témiscamingue","-79.03324342978688","48.24880828148275"
"236 Chemin des Peupliers","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.41782597026422","45.96215623169364"
"888 Rue Latour","J8B1J6","Sainte-Adèle","Laurentides","-74.11668640026659","45.9382032940388"
"622 Chemin des Frênes","J0R1K0","Piedmont","Laurentides","-74.14106570674177","45.89023356732962"
"93 Rue du Cerf","J0R1H0","Morin-Heights","Laurentides","-74.22618691454579","45.90494762417146"
"11 Chemin de Zermatt","J0R1R2","Saint-Sauveur","Laurentides","-74.19146853155269","45.88262428662476"
"375 Avenue Québec","J9X6H4","Rouyn-Noranda","Abitibi-Témiscamingue","-79.03156045713169","48.23259085920314"
"2717 Rue Saguenay","J9X2H5","Rouyn-Noranda","Abitibi-Témiscamingue","-79.0348534046727","48.279256589538"
"84 Chemin de Saint-Adolphe","J0R1H0","Morin-Heights","Laurentides","-74.2572084466796","45.91488851524836"
"4331 Rue du Croissant-du-Lac","J8B3J4","Sainte-Adèle","Laurentides","-74.19514588380518","45.97180570182455"
"274 Rue Morin","J8B2P9","Sainte-Adèle","Laurentides","-74.14163851887659","45.94553058901518"
"170 Rue de la Vallée-du-Golf","J8B1P5","Sainte-Adèle","Laurentides","-74.12296829115027","45.94520914642755"
"1850 Chemin du Lac-Renaud","J8B2T6","Sainte-Adèle","Laurentides","-74.19783479009347","45.92496349584859"
"58 Rue de la Marquise","J0R1R4","Saint-Sauveur","Laurentides","-74.16793753703742","45.89396275256118"
"1634 Chemin du Village","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.3271033162603","45.96309850736091"
"1070 Côte Saint-Gabriel Ouest","J0R1R1","Saint-Sauveur","Laurentides","-74.2150141922298","45.89123422145805"
"847 Chemin des Cèdres","J8B1V3","Sainte-Adèle","Laurentides","-74.11066355911053","45.95678363880231"
"1143 Rue Émile-Cochand","J8B2X8","Sainte-Adèle","Laurentides","-74.13827329209386","45.95069703855859"
"124 Chemin de la Sapinière","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.39112822638674","45.95198119315786"
"933 Chemin Notre-Dame","J8B1S4","Sainte-Adèle","Laurentides","-74.10932027618567","45.95782787609741"
"776 Rue des Guérets","J8B1S1","Sainte-Adèle","Laurentides","-74.1213265267065","45.95339264379738"
"245 Chemin Trottier","J0R1R3","Saint-Sauveur","Laurentides","-74.15058880689102","45.88858237091741"
"874 Rue du Rocher-Boisé","J8B3L4","Sainte-Adèle","Laurentides","-74.15994645438236","45.98837231903497"
"1079 Rue Sigouin","J8B1S2","Sainte-Adèle","Laurentides","-74.13301932022287","45.9528901175884"
"1101 Rue des Grillons","J8B2V5","Sainte-Adèle","Laurentides","-74.17412937515618","45.93838777865675"
"41 Avenue Pagé","J0R1R5","Saint-Sauveur","Laurentides","-74.16844260117546","45.88665746907049"
"1655 Rue des Malards","J8B2B4","Sainte-Adèle","Laurentides","-74.09097807785722","45.99546926387106"
"157 Chemin du Lac-Millette","J0R1R6","Saint-Sauveur","Laurentides","-74.15175495506249","45.89373648862944"
"14 Chemin du Bouton-d'Or","J0R1B0","Sainte-Anne-des-Lacs","Laurentides","-74.12219915272462","45.86910532672"
"535 Rue Principale","J0R1R5","Saint-Sauveur","Laurentides","-74.17392170652313","45.88497209960098"
"955 Chemin du Lac-Millette","J0R1R3","Saint-Sauveur","Laurentides","-74.15030229339015","45.86980317956435"
"63 Chemin du Sirocco","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.36744783419329","45.9018753347991"
"72 Rue du Val-Simon","J0R1H0","Morin-Heights","Laurentides","-74.20793764712022","45.90059282027998"
"19 Rue Champêtre","G0S1K0","Inverness","Centre-du-Québec","-71.5459412880436","46.204457072623"
"2082 Rue du Meunier","J7T3H8","Saint-Lazare","Montérégie","-74.14421035411215","45.41930373310998"
"1041 Rue Émile","J7T1H2","Les Cèdres","Montérégie","-74.0719037479513","45.33340082471673"
"3550 Boulevard de la Cité-des-Jeunes","J7V3Z4","Vaudreuil-Dorion","Montérégie","-74.0725262408792","45.39008032004187"
"1139 Boulevard de la Cité-des-Jeunes","J7V0H2","Vaudreuil-Dorion","Montérégie","-74.05003866066177","45.38899400785555"
"27 Rue de la Nouvelle-Longueuil","J0P1X0","Saint-Polycarpe","Montérégie","-74.29896657494666","45.30096525487565"
"3475 Chemin Élie-Auclair","J0P1X0","Saint-Polycarpe","Montérégie","-74.38257294420721","45.33205227007667"
"2750 Chemin de l'Église","J0P1X0","Saint-Polycarpe","Montérégie","-74.35317868694449","45.32865812081133"
"216 Chemin de l'Église","J0P1X0","Saint-Polycarpe","Montérégie","-74.25969299555545","45.27705362464357"
"382 Avenue du Curé-David","J7V1P6","Vaudreuil-Dorion","Montérégie","-74.02295922010332","45.3828851786559"
"34 Rue Madeleine-Laguide","J7W1V2","Notre-Dame-de-l'Île-Perrot","Montérégie","-73.93288840590584","45.37683730086371"
"153 Montée du Comté","J7X0C4","Les Coteaux","Montérégie","-74.21420344355208","45.25858231897817"
"115 23e Avenue","J7W6V4","Pincourt","Montérégie","-73.98546530134928","45.36466672809127"
"357 Chemin du Fleuve","J0P1B0","Coteau-du-Lac","Montérégie","-74.17321370241426","45.29322703302678"
"1813 Boulevard Perrot","J7W2E1","Notre-Dame-de-l'Île-Perrot","Montérégie","-73.87977867314257","45.36616493885876"
"2705 Rue du Kentucky Drive","J7T2A1","Saint-Lazare","Montérégie","-74.15958324213375","45.43368570501602"
"692 Rue Main","J0P1H0","Hudson","Montérégie","-74.1708299996835","45.47030077675942"
"500 Route Fournier","G0S1V0","Lyster","Centre-du-Québec","-71.5258448151786","46.3402665392606"
"7900 Avenue Samuel Nord","J0K3K0","Chertsey","Lanaudière","-73.88832587061187","46.07717409410914"
"540 Chemin Gémont","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.32690082283756","45.90823923353744"
"5046 Rue Paul-Émile-Borduas","J0K3K0","Chertsey","Lanaudière","-73.89826596002966","46.198920855049"
"7 Rue Paré","J0K3K0","Chertsey","Lanaudière","-73.92404641992559","46.15403120621369"
"225 Rue des Sizerins","J0K3K0","Chertsey","Lanaudière","-73.87081713258922","46.14301655777469"
"7260 Avenue des Cinq-Beaux-Frères","J0K3K0","Chertsey","Lanaudière","-73.87900034098013","46.07093416442735"
"135 Rue Genest","J0K3K0","Chertsey","Lanaudière","-73.90169990846864","46.01588601981808"
"260 2e Rang Ouest","J0K3K0","Chertsey","Lanaudière","-73.88271569832091","46.06420957788455"
"9 Allée de la Remise","J0K2M0","Saint-Félix-de-Valois","Lanaudière","-73.42490461685169","46.13126084045329"
"5075 Rue Henri-L.-Chevrette","J0K2M0","Saint-Félix-de-Valois","Lanaudière","-73.44712993311377","46.16266494077004"
"24 Allée du Berceau","J0K2M0","Saint-Félix-de-Valois","Lanaudière","-73.42470197582787","46.12811369048362"
"92 33e rue du Lac-des-Français","J0K2Y0","Sainte-Marcelline-de-Kildare","Lanaudière","-73.64605774346687","46.1345374250114"
"712 Rue du Pont-Rouge","J0K1W0","Saint-Alphonse-Rodriguez","Lanaudière","-73.74753463118437","46.1661441392924"
"17 Chemin Henri","J0T2C0","Saint-Donat","Lanaudière","-74.19760456984908","46.31999540524912"
"38 Chemin de la Presqu'île","J0T2C0","Saint-Donat","Lanaudière","-74.13238428453398","46.3088889300855"
"80 Rue McManiman","J0K1W0","Saint-Alphonse-Rodriguez","Lanaudière","-73.72279238339769","46.23662196402752"
"1130 Chemin Saint-Guillaume","J0T2C0","Saint-Donat","Lanaudière","-74.10193342966494","46.36160461178016"
"1001 Avenue du Lac-à-Lunettes","J0K3K0","Chertsey","Lanaudière","-73.89873491180883","46.06614218268904"
"70 Rue Beauchamp","J0K1W0","Saint-Alphonse-Rodriguez","Lanaudière","-73.68739293156823","46.20954560051072"
"10531 Rue du Lac-Clair Sud","J0K3K0","Chertsey","Lanaudière","-73.7824071787722","46.17104420011365"
"779 4e Rang Est","J0K3K0","Chertsey","Lanaudière","-73.88914843957174","46.09319929528426"
"290 Avenue des Montagnards","J0K3K0","Chertsey","Lanaudière","-73.88392399653446","46.06324281301104"
"258 Chemin du Lac-Millette","J0R1R3","Saint-Sauveur","Laurentides","-74.15157919500304","45.88920265043802"
"17 Chemin des Amarantes","J0R1B0","Sainte-Anne-des-Lacs","Laurentides","-74.1110224492934","45.87980986251394"
"681 Rue des Pâquerettes","J8B3A4","Sainte-Adèle","Laurentides","-74.15680844584787","45.94204211905267"
"61 Rue Beaulieu","J0R1H0","Morin-Heights","Laurentides","-74.20195811095044","45.91002358536515"
"92 Chemin de la Pente-Douce","J0T2C0","Saint-Donat","Lanaudière","-74.20313056804159","46.29876851361811"
"24 Rue du Marin","J0T2C0","Saint-Donat","Lanaudière","-74.20620519094146","46.32125307191288"
"1440 Chemin Pierre-Péladeau","J8B1Z4","Sainte-Adèle","Laurentides","-74.12082583451904","45.98407471714007"
"212 Rue Monseigneur-Rhéaume Est","J9X3J8","Rouyn-Noranda","Abitibi-Témiscamingue","-79.01351773228674","48.2357538437856"
"294 Chemin Éloi","J0R1K0","Piedmont","Laurentides","-74.13833651103408","45.89204257752381"
"866 Rue Sigouin","J8B1S2","Sainte-Adèle","Laurentides","-74.130291080289","45.95032022065264"
"146 14e Rue","J9X2J3","Rouyn-Noranda","Abitibi-Témiscamingue","-79.02904222962283","48.24586482639049"
"275 Chemin des Faîtières","J0R1K0","Piedmont","Laurentides","-74.13787496572255","45.89111466289148"
"55 Avenue Léonie","J0R1R5","Saint-Sauveur","Laurentides","-74.16811158978645","45.88435787315135"
"396 Chemin du Sommet-Bleu","J8B2S7","Sainte-Adèle","Laurentides","-74.14245457577083","45.94276699817497"
"141 7e Rue","J9X1Z8","Rouyn-Noranda","Abitibi-Témiscamingue","-79.01651902121957","48.24784638939034"
"751 Avenue Murdoch","J9X1H9","Rouyn-Noranda","Abitibi-Témiscamingue","-79.042725846583","48.2470364888415"
"2110 Rue Saguenay","J9X2H4","Rouyn-Noranda","Abitibi-Témiscamingue","-79.0207373786805","48.26857100743845"
"1420 Rue du Caribou","J8B3M5","Sainte-Adèle","Laurentides","-74.19006818045797","45.93805004734966"
"3507 Rue du Survenant","J8B3E6","Sainte-Adèle","Laurentides","-74.1710768615997","45.96944829326356"
"312 Chemin des Épinettes","J0R1K0","Piedmont","Laurentides","-74.13190070467888","45.88976356906458"
"228 Chemin des Habitations-des-Monts","J0R1R3","Saint-Sauveur","Laurentides","-74.1734276446515","45.88124928173049"
"590 Chemin de la Lisière","J8B1B9","Sainte-Adèle","Laurentides","-74.11966017539699","45.92375743556177"
"2964 Chemin du Village","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.3322396149499","45.97914463649817"
"449 Rue Dufresne","J8B2S9","Sainte-Adèle","Laurentides","-74.14879125445283","45.94311662944241"
"2396 Rue de la Carriole","J8B1Z9","Sainte-Adèle","Laurentides","-74.12521666472595","45.98429376050826"
"510 Chemin de la Lisière","J8B1B9","Sainte-Adèle","Laurentides","-74.1176647037551","45.92286844637295"
"101 Montée Victor-Nymark","J0R1R3","Saint-Sauveur","Laurentides","-74.16018399879015","45.88152568756539"
"166 Avenue Hochar","J0R1R3","Saint-Sauveur","Laurentides","-74.15374036284501","45.88796780878216"
"1975 Rue du Roussillon","J8B1Z1","Sainte-Adèle","Laurentides","-74.11712004193141","45.9816115003912"
"59 Chemin Alpino","J0R1H0","Morin-Heights","Laurentides","-74.27443812793278","45.86962974950178"
"189 Chemin du Fort-Morin","J0R1H0","Morin-Heights","Laurentides","-74.25587636352782","45.87398458146586"
"50 1re rue du Mont-Suisse","J0R1R2","Saint-Sauveur","Laurentides","-74.18820610972553","45.87929706260091"
"980 Route des Ombres","J0T2E0","Entrelacs","Lanaudière","-74.02352833684535","46.13173728061022"
"24 Avenue Alary","J0R1R5","Saint-Sauveur","Laurentides","-74.17527548585547","45.88466439774162"
"3132 Rue Rolland","J8B1C5","Sainte-Adèle","Laurentides","-74.1181075414239","45.94172668012972"
"3197 Rue Rolland","J8B1C9","Sainte-Adèle","Laurentides","-74.1166178256724","45.94250428356263"
"2260 Rue de l'Orignal","J8B2W5","Sainte-Adèle","Laurentides","-74.19431104050369","45.93700762591482"
"99 Avenue Pagé","J0R1R5","Saint-Sauveur","Laurentides","-74.16479004491798","45.88446520169921"
"903 Chemin Saint-Philippe","J0P1X0","Saint-Polycarpe","Montérégie","-74.32685427629605","45.27736091909262"
"140 Rue Loiselle","J7X0A9","Les Coteaux","Montérégie","-74.20282507802142","45.26373342895594"
"2395 Rue Dutrisac","J7V8J3","Vaudreuil-Dorion","Montérégie","-74.0296105859663","45.4086895996427"
"22600 Chemin Dumberry","J7V0M8","Vaudreuil-Dorion","Montérégie","-74.0382233625519","45.41325591175123"
"220 Rue du Gouverneur","J7V9L2","Vaudreuil-Dorion","Montérégie","-74.02905798728553","45.40560559693731"
"22800 Chemin Dumberry","J7V0M8","Vaudreuil-Dorion","Montérégie","-74.0382233625519","45.41325591175123"
"22800 Chemin Dumberry","J7V0M8","Vaudreuil-Dorion","Montérégie","-74.0382233625519","45.41325591175123"
"1857 Place White Birch","J7T2N3","Saint-Lazare","Montérégie","-74.20772285289505","45.41755016472035"
"330 Rue Querbes","J7V1J7","Vaudreuil-Dorion","Montérégie","-74.02208729559037","45.38774008999564"
"2545 Rue des Muguets","J7V7P3","Vaudreuil-Dorion","Montérégie","-74.02861611802209","45.38973406803061"
"235 Chemin Beech","J0P1P0","Rigaud","Montérégie","-74.25808005397954","45.46475829701117"
"524 Rue Chicoine","J7V7E4","Vaudreuil-Dorion","Montérégie","-74.02242456060401","45.37612966892421"
"343 Rue Marie-Curie","J7V5V5","Vaudreuil-Dorion","Montérégie","-74.05304569603139","45.40830679418137"
"4720 Rue Gilles-Tremblay","J7V3V8","Vaudreuil-Dorion","Montérégie","-74.05299502118196","45.39095239080834"
"1885 Montée Labossière","J7V4J5","Vaudreuil-Dorion","Montérégie","-74.07738992911578","45.39112664118071"
"1607 Rue de la Fougère","J0P1R0","Rivière-Beaudette","Montérégie","-74.32618293374738","45.24426809964451"
"44 Avenue René","J0P1R0","Rivière-Beaudette","Montérégie","-74.30919216303937","45.20942005536426"
"1567 Chemin Saint-Philippe","J0P1X0","Saint-Polycarpe","Montérégie","-74.33283413125588","45.25135578424834"
"140 Chemin du Lac-Boisvert","J0K2B0","Saint-Côme","Lanaudière","-73.90404232596411","46.26453648217785"
"3760 Route du Lac-Clair","J0K2B0","Saint-Côme","Lanaudière","-73.87818542034432","46.30797073338906"
"215 Rue de l'Auberge","J0K2B0","Saint-Côme","Lanaudière","-73.88445176039065","46.27318640526216"
"130 Chemin du Lac-Boisvert","J0K2B0","Saint-Côme","Lanaudière","-73.90459772032044","46.26446342057116"
"691 18e rue du Lac-des-Français","J0K2Y0","Sainte-Marcelline-de-Kildare","Lanaudière","-73.62081950981316","46.13910891118954"
"50 Route des Lacs","J0K2Y0","Sainte-Marcelline-de-Kildare","Lanaudière","-73.63704722178234","46.09968668936327"
"314 Chemin des Valois","J0K2Y0","Sainte-Marcelline-de-Kildare","Lanaudière","-73.59247054844262","46.12630651694437"
"391 Rue du Lac-Cloutier Sud","J0K1W0","Saint-Alphonse-Rodriguez","Lanaudière","-73.63717704390552","46.17785394455575"
"1009 Rue Principale","J0K1W0","Saint-Alphonse-Rodriguez","Lanaudière","-73.69410609058902","46.18678836415045"
"78 Rue Lachapelle","J0K1W0","Saint-Alphonse-Rodriguez","Lanaudière","-73.68526079927642","46.20894807943351"
"1471 Rue du Manoir","J0K2M0","Saint-Félix-de-Valois","Lanaudière","-73.42310230114009","46.12787932573644"
"8 Chemin Sigouin","J0T2C0","Saint-Donat","Lanaudière","-74.28231609649121","46.20967980106854"
"31 Chemin Ouareau Nord","J0T2C0","Saint-Donat","Lanaudière","-74.20362730379371","46.32718034347501"
"24 Rue Rivard","J0T2C0","Saint-Donat","Lanaudière","-74.21548310182995","46.31230547445339"
"4963 Rue Principale","J0K2M0","Saint-Félix-de-Valois","Lanaudière","-73.4282613217627","46.16847329321733"
"505 Rue Florent","J0K2M0","Saint-Félix-de-Valois","Lanaudière","-73.48140141943409","46.16340437235313"
"102 Rue Payette","J0K1W0","Saint-Alphonse-Rodriguez","Lanaudière","-73.69118060679126","46.14368600662782"
"530 Route de Sainte-Béatrix","J0K1W0","Saint-Alphonse-Rodriguez","Lanaudière","-73.65757258503739","46.18995825351807"
"470 Rue Principale","J0T2C0","Saint-Donat","Lanaudière","-74.22189791555962","46.31840719814933"
"26 Chemin du Grand-Pic","J0T2C0","Saint-Donat","Lanaudière","-74.19147782753247","46.31128291211821"
"0 Île-du-Lac-St-Joseph","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.32260072152579","45.97076866685482"
"1982 Chemin du Village","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.33891923852961","45.97206127788923"
"1706 Chemin du Tour-du-Lac","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.32518344713563","45.96761120582736"
"2472 Rue Saguenay","J9X2H4","Rouyn-Noranda","Abitibi-Témiscamingue","-79.03111992934961","48.27345829319988"
"116 Chemin de la Galène","J0R1K0","Piedmont","Laurentides","-74.11287343754547","45.89935299478138"
"323 Rue Monseigneur-Latulipe Est","J9X3K8","Rouyn-Noranda","Abitibi-Témiscamingue","-79.01025356685709","48.2354628343503"
"63 Chemin des Cèdres","J0R1B0","Sainte-Anne-des-Lacs","Laurentides","-74.11643606431029","45.86523812803922"
"357 Rue Taschereau Est","J9X3E7","Rouyn-Noranda","Abitibi-Témiscamingue","-79.00905680603186","48.23765964997987"
"235 Avenue Principale","J9X4R3","Rouyn-Noranda","Abitibi-Témiscamingue","-79.01981440730849","48.23620302028282"
"155 Avenue Principale","J9X4P6","Rouyn-Noranda","Abitibi-Témiscamingue","-79.0197928009293","48.23886680581575"
"118 Avenue Saint-Maurice","J9X1K6","Rouyn-Noranda","Abitibi-Témiscamingue","-79.04042766691107","48.24509245656132"
"389 Avenue Landry","J9X6S8","Rouyn-Noranda","Abitibi-Témiscamingue","-79.01932029184265","48.27028874911708"
"97 19e Rue","J9X2M6","Rouyn-Noranda","Abitibi-Témiscamingue","-79.0376800600987","48.24343296923016"
"2967 Rue des Voiliers","J9Y0E4","Rouyn-Noranda","Abitibi-Témiscamingue","-79.02054837672232","48.28589848023637"
"460 Rue Taschereau Est","J9X3G2","Rouyn-Noranda","Abitibi-Témiscamingue","-79.00599130548486","48.2372148017546"
"66 Avenue La Salle","J9X1A1","Rouyn-Noranda","Abitibi-Témiscamingue","-79.02844179347642","48.25149894765159"
"54 Rue Caron","J9Y1T6","Rouyn-Noranda","Abitibi-Témiscamingue","-79.09516168522624","48.24149621807865"
"221 Avenue Frontenac","J9X1J7","Rouyn-Noranda","Abitibi-Témiscamingue","-79.04310867147224","48.24776431444366"
"1162 Rue de l'Orée-des-Bois","J8B1B4","Sainte-Adèle","Laurentides","-74.13756711869028","45.92771644234843"
"513 Chemin des Peupliers","J0R1K0","Piedmont","Laurentides","-74.1258156287065","45.88999763073843"
"4799 Rue de la Grande-Promenade","J8B3H8","Sainte-Adèle","Laurentides","-74.20103695730513","45.97633284241362"
"274 Chemin de la Pinède","J0R1K0","Piedmont","Laurentides","-74.1399448630036","45.90482525848229"
"984 Chemin Flamingo","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.40228273778611","45.9359862204644"
"65 Chemin des Lilas","J0R1B0","Sainte-Anne-des-Lacs","Laurentides","-74.11966508488437","45.86027188505434"
"39 Chemin du Geai-Bleu","J0R1R1","Saint-Sauveur","Laurentides","-74.22029253681859","45.86799917577633"
"677 Rue de Neuchâtel","J8B2G9","Sainte-Adèle","Laurentides","-74.15926317407583","45.98191593620713"
"106 Chemin Lamont","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.39561828703226","45.92574516716479"
"1295 Place des Colverts","J8B2C2","Sainte-Adèle","Laurentides","-74.08537198747241","45.98912068902393"
"529 Chemin du Val-des-Monts","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.27676091824968","45.9567575379363"
"31 Rue Michel","J0R1R2","Saint-Sauveur","Laurentides","-74.18552172165732","45.87837036257115"
"147 Rue Morin","J8B0L5","Sainte-Adèle","Laurentides","-74.13917550454414","45.94972117694739"
"1474 Avenue Beaumont","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.33274195516304","45.97044036612698"
"298 Chemin des Gais-Lurons","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.33177321329168","45.95558355510971"
"880 Montée Saint-Elmire","J0R1R1","Saint-Sauveur","Laurentides","-74.18063686597051","45.84602377127393"
"525 Boulevard Leclerc Ouest","J2G1W4","Granby","Estrie","-72.7357537721518","45.40904246225461"
"1067 Chemin Dunant","J0R1B0","Sainte-Anne-des-Lacs","Laurentides","-74.09639356968617","45.84447196148706"
"22 Chemin des Alouettes","J0R1B0","Sainte-Anne-des-Lacs","Laurentides","-74.11695064064666","45.87640391729751"
"96 Rue Talbot","J2G7Y7","Granby","Estrie","-72.75323642834543","45.40962355228002"
"144 Rue Saint-Jude Sud","J2J0H1","Granby","Estrie","-72.76327759646647","45.41007060614435"
"242 Rue du Nénuphar","J2H2J9","Granby","Estrie","-72.70273446365515","45.39560302483087"
"328 Rue Matton","J2G7P9","Granby","Estrie","-72.74240163220476","45.39369544002371"
"1301 Rue Gosselin","J7T1Z5","Saint-Lazare","Montérégie","-74.12039285042187","45.39246678143159"
"5 Avenue des Tourterelles","J7T1A3","Les Cèdres","Montérégie","-74.0052918086227","45.33474987409502"
"1150 Boulevard Perrot","J7V3H9","Notre-Dame-de-l'Île-Perrot","Montérégie","-73.92565587212428","45.38947879308204"
"26 Rue des Gélinottes","J7W0G2","L'Île-Perrot","Montérégie","-73.94719919807505","45.37655720882072"
"338 Grand Boulevard","J7V4X2","L'Île-Perrot","Montérégie","-73.96155945792846","45.39187721989701"
"108 Rue Bélanger","J7W7B8","Pincourt","Montérégie","-73.98579146725663","45.36696905823267"
"21 Rue Rouleau","J7V8M9","Notre-Dame-de-l'Île-Perrot","Montérégie","-73.93903584529657","45.38422870393596"
"82 Route 338","J0P1B0","Coteau-du-Lac","Montérégie","-74.19644279682336","45.26821506853626"
